id	title	bestandsnaam	fictionality	genre	genre	subgenre	subgenre	subgenre	subgenre	author	opmerking
INT_ab07f266-72ae-4088-8922-45c5f77b9838	Spiegel der sonden (proza)	spiegel_der_sonden_proza	non-fiction	prose	secular	 	Philosophy / ethics	 	 	unknown	 
INT_5ea55cb3-f38a-4a9b-aca0-033859384a3c	Spiegel der sonden (berijming)	spiegel_der_sonden_rijm	non-fiction	Verse	secular	 	Philosophy / ethics	 	 	unknown	 
INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6	Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])	spiegel_historiael__1_3_4_maerlant	non-fiction	Verse	secular	 	history	 	 	Jacob van Maerlant	 
INT_49fb151c-d9cb-42bb-9185-0838cc419261	Spiegel historiael (tweede partie), fragment Wenen	spiegel_historiael__2	non-fiction	Verse	secular	 	history	 	 	Philip Utenbroeke	 
INT_3be53cea-e2d2-4209-95d5-7989945a22b1	Spiegel historiael (tweede partie), fragment Anholt	spiegel_historiael__2_fragm_ah	non-fiction	Verse	secular	 	history	 	 	Philip Utenbroeke	 
INT_0c24aee9-ab3e-47c9-98c2-2165eb45bce4	Spiegel historiael (tweede partie), Antwerpen	spiegel_historiael__2_fragm_an	non-fiction	Verse	secular	 	history	 	 	Philip Utenbroeke	 
INT_5f77fe23-1167-42a1-beca-2f26a52e96f3	Spiegel historiael (tweede partie), fragment Brugge	spiegel_historiael__2_fragm_brg	non-fiction	Verse	secular	 	history	 	 	Philip Utenbroeke	 
INT_0922878d-5f3c-42b7-b2fc-42b48fb4efb9	Spiegel historiael (tweede partie), fragment Brussel	spiegel_historiael__2_fragm_brs	non-fiction	verse	secular	 	history	 	 	Philip Utenbroeke	 
INT_5f52a258-3020-4733-aa08-a682591709de	Spiegel historiael (tweede partie), fragment Düsseldorf	spiegel_historiael__2_fragm_d	non-fiction	Verse	secular	 	history	 	 	Philip Utenbroeke	 
INT_9f08d8dc-c988-4e2a-a414-e5b23e54cbf1	Spiegel historiael (tweede partie), fragment Gent	spiegel_historiael__2_fragm_ge1	non-fiction	Verse	secular	 	history	 	 	Philip Utenbroeke	 
INT_be21a636-d5c0-444f-8105-6b308fa0199b	Spiegel historiael (tweede partie), fragment Leiden	spiegel_historiael__2_fragm_l	non-fiction	Verse	secular	 	history	 	 	Philip Utenbroeke	 
INT_06b9dc8e-8a5e-4379-94bf-8aa38a2c5b57	Spiegel historiael (vierde partie [aandeel Velthem]), fragment Berlijn	spiegel_historiael__4_velthem__fragm_be	non-fiction	Verse	secular	 	history	 	 	Lodewijk van Velthem	 
INT_7918c437-5506-427f-9b5b-5e812b5c0853	Spiegel historiael (vierde partie [aandeel Velthem]), fragment Brussel	spiegel_historiael__4_velthem__fragm_brs	non-fiction	verse	secular	 	history	 	 	Lodewijk van Velthem	 
INT_7c674a93-bdcd-468c-90ae-0b41e3ce6899	Spiegel historiael (vierde partie [aandeel Velthem]), fragment Gent 1	spiegel_historiael__4_velthem__fragm_ge1	non-fiction	Verse	secular	 	history	 	 	Lodewijk van Velthem	 
INT_08182683-2917-41af-bf23-42df94ae55f6	Spiegel historiael (vierde partie [aandeel Velthem]), fragment Gent 3	spiegel_historiael__4_velthem__fragm_ge3	non-fiction	Verse	secular	 	history	 	 	Lodewijk van Velthem	 
INT_28bbcb7f-23dc-426a-9342-89fd6fc164f5	Spiegel historiael (vierde partie [aandeel Velthem]), fragment Gent 4	spiegel_historiael__4_velthem__fragm_ge4	non-fiction	verse	secular	 	history	 	 	Lodewijk van Velthem	 
INT_c557efb3-d18c-428d-a708-27821938f511	Spiegel historiael (vierde partie [aandeel Velthem]), fragment Gent 5	spiegel_historiael__4_velthem__fragm_ge5	non-fiction	Verse	secular	 	history	 	 	Lodewijk van Velthem	 
INT_18bac14b-85e6-43a9-a436-72d871628e8e	Spiegel historiael (vierde partie [aandeel Velthem]), fragment Gent 6	spiegel_historiael__4_velthem__fragm_ge6	non-fiction	Verse	secular	 	history	 	 	Lodewijk van Velthem	 
INT_21da2232-87ec-47b5-b22a-671bce555ac5	Spiegel historiael (vierde partie [aandeel Velthem]), fragment Gent 7	spiegel_historiael__4_velthem__fragm_ge7	non-fiction	Verse	secular	 	history	 	 	Lodewijk van Velthem	 
INT_0c180d8f-fc3d-43da-bad5-25ea1dbdede7	Spiegel historiael (vierde partie [aandeel Velthem]), fragment Leiden	spiegel_historiael__4_velthem__fragm_l	non-fiction	Verse	secular	 	history	 	 	Lodewijk van Velthem	 
INT_d117b4a9-12f9-42b5-980f-a62b224ce66b	Spiegel historiael (vierde partie [aandeel Velthem]), fragment Mainz	spiegel_historiael__4_velthem__fragm_m	non-fiction	Verse	secular	 	history	 	 	Lodewijk van Velthem	 
INT_828ddf82-8786-4ad5-a44b-66d36df0588d	Spiegel historiael (vierde partie [aandeel Velthem]), fragment Wenen	spiegel_historiael__4_velthem__fragm_we	non-fiction	Verse	secular	 	history	 	 	Lodewijk van Velthem	 
INT_1dc5dc96-959a-445e-9a28-369599e26658	Spiegel historiael (vierde partie [aandeel Velthem]), fragment Wroclaw	spiegel_historiael__4_velthem__fragm_wr	non-fiction	Verse	secular	 	history	 	 	Lodewijk van Velthem	 
INT_2926ed90-08a4-4618-b8c3-04db5420f3ed	Spiegel historiael (vijfde partie)	spiegel_historiael__5	non-fiction	Verse	secular	 	history	 	 	Lodewijk van Velthem	 
INT_40fd9c8a-d136-44c7-9a8f-8d79544ae49a	Spieghel der eeuwigher salicheit	spieghel_der_eeuwigher_salicheit	non-fiction	Prose	religious	 	Theology / ethics	 	 	Jan van Ruusbroec	 
INT_45119c9c-a901-4147-9a92-5590f37aeb45	Spieghel der volcomenheit	spieghel_der_volcomenheit	non-fiction	Prose	religious	 	Theology / ethics	 	 	Hendrik Herp	 
INT_96573209-0252-420e-a87d-746055c2660a	Strofische gedichten (Hadewijch)	strofische_gedichten	fiction	verse	religious	stanzaic	song	 	 	Hadewijch	 
INT_3c5da590-8bf8-4314-89ee-2b348c5e0bd2	Stuttgartse leven van Jezus	stuttgartse_leven_van_jezus	non-fiction	Prose	religious	Biblical texts	 	 	 	unknown	 
INT_8cad63e7-ca77-4477-883f-9fd52fb851a3	Suverlijc boecxken	suverlijc_boecxken	fiction	Verse	religious	stanzaic	song	 	 	not applicable	 
INT_75367722-158c-4ae7-a965-72219f3ba5da	Tafel van den kersten ghelove (winterstuk)	tafel_van_den_kersten_ghelove_winterstuk	non-fiction	prose	religious	 	Theology / ethics	 	 	Dirc van Delft	 
INT_8fcaeef8-126b-4a2b-9e60-69d566ca05bb	Tafel van den kersten ghelove (zomerstuk)	tafel_van_den_kersten_ghelove_zomerstuk	non-fiction	Prose	religious	 	Theology / ethics	 	 	Dirc van Delft	 
INT_77540871-6e12-4d45-954c-6e7f04bc901d	Theophilus	theophilus	fiction	Verse	religious	epic	legend	 	 	unknown	 
INT_045c1e13-d5dd-4fb3-9727-827733913450	Tien plaghen ende die tien ghebode	tien_plaghen	non-fiction	verse	religious	 	Theology / ethics	 	 	unknown	 
INT_b39b9419-e193-4dbe-9f1e-0730f6b9560c	Tondalus' visioen (hs. G)	tondalus_visioen_hs_g	fiction	Prose	religious	 	legend	 	 	unknown	 
INT_e2bebf78-6804-4337-adf6-7a38fd5b615a	Tondalus' visioen (hs. H)	tondalus_visioen_hs_h	fiction	Prose	religious	 	legend	 	 	unknown	 
INT_bfc5ea4d-fa95-44e5-a129-f35d78733b2e	Tondalus' visioen (hs. N)	tondalus_visioen_hs_n	fiction	Prose	religious	 	legend	 	 	unknown	 
INT_894ea33e-52eb-4361-bf45-c0fc06b290d1	Truwanten	truwanten	fiction	Verse	secular	drama	 	 	 	unknown	 
INT_1513356d-2c0f-420a-9829-cfc0df219aab	Tvveeste musyck boexken	tvveeste_musyck_boexken	fiction	Verse	secular	stanzaic	song	 	 	not applicable	 
INT_ab75a1bc-f63d-4a7f-9ab4-1358385004d1	Tweede Martijn	tweede_martijn	non-fiction	Verse	secular	stanzaic	Philosophy / ethics	 	 	Jacob van Maerlant	 
INT_320a64c9-816f-44b6-b03d-a1af4eac45cd	Valentijn en Nameloos, fragment Berlijn	valentijn_en_nameloos_fragm_be	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_bc78c754-dc69-4519-8f56-a2a055d29160	Valentijn en Nameloos, fragment Gent	valentijn_en_nameloos_fragm_ge	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_6341b315-94bb-4f43-ac2e-e9e6e4972bcc	Van de vier elementen en complexiën	van_de_vier_elementen_en_complexien	non-fiction	prose	secular	artes	science	physionomy	 	unknown	 
INT_4088d6a0-119a-42ac-93e4-f69925d8db89	Van den derden Eduwaert	van_den_derden_eduwaert	non-fiction	Verse	secular	 	history	 	 	Jan van Boendale	 
INT_1a6c2ace-9d10-42fb-9acc-587b91471e75	Van den lande van over zee	van_den_lande_van_over_zee	non-fiction	Verse	secular	stanzaic	 	 	 	Jacob van Maerlant	 
INT_77c6934e-4fab-4f0a-bead-0970ca842d32	Van den neghen besten (korte versie)	van_den_neghen_besten__kort	non-fiction	Verse	secular	 	history	 	 	unknown	 
INT_0c1af0c3-ac28-4136-8c29-062b1132ea75	Van den neghen besten (lange versie)	van_den_neghen_besten__lang	non-fiction	verse	secular	 	history	 	 	unknown	 
INT_af0d73ab-4c26-4173-bc0a-442616f7d08b	Van den verkeerden Martijn	van_den_verkeerden_martijn	non-fiction	Verse	secular	stanzaic	Philosophy / ethics	 	 	Jacob van Maerlant(?)	 
INT_718c99e6-5255-49bf-b3fb-cdbbb4f81754	Van den VII Vroeden van binnen Rome	van_den_vii_vroeden_van_binnen_rome	fiction	Verse	secular	chapbook	 	 	 	unknown	 
INT_1164f729-1c03-48c8-a008-908dc51d4928	Van den vijf vrouden	van_den_vijf_vrouden	non-fiction	Verse	religious	stanzaic	 	 	 	Jacob van Maerlant	 
INT_68d11107-06d3-488a-8c77-4bf95587fb46	Van den vos Reynaerde	van_den_vos_reynaerde	fiction	Verse	secular	epic	 	 	 	Willem	 
INT_dc163525-a71e-43f1-80cb-97a67f0d469d	Noch meer van wiven	van_der_wive_wonderlijcheit_kort	non-fiction	Verse	secular	 	 	 	 	unknown	 
INT_afe2dc1b-6952-4b5c-981b-6494c62404b1	Van der wive wonderlijcheit (lange versie)	van_der_wive_wonderlijcheit_lang	non-fiction	Verse	secular	 	 	 	 	unknown	 
INT_05779707-961a-423f-9dcc-4c5f918048fc	Van ghevene	van_ghevene	non-fiction	Verse	secular	 	 	 	 	unknown	 
INT_d657ab6a-a88e-488c-bfa3-8ae08d30cfe7	Van Maskeroen	van_maskeroen	fiction	Verse	religious	 	 	 	 	unknown	 
INT_d35e6baa-0c90-4d18-9bad-0db902438c3f	Van ons heren wonden	van_ons_heren_wonden	non-fiction	Verse	religious	 	 	 	 	Jacob van Maerlant(?)	 
INT_9ef67b27-3092-4cdd-b143-3e8d82e4ee21	Van Saladijn	van_saladijn	fiction	Verse	secular	epic	Chivalric romance	 	 	Hein van Aken	 
INT_101914f9-b1cb-4427-ba2d-b9ecb0d9b7cc	Van sente Brandane	van_sente_brandane	fiction	Verse	religious	epic	legend	travelogue	 	unknown	 
INT_ee931413-70bf-4290-9337-78bc3fb4101a	Van ses vaerwen ende twaelf outheyden	van_ses_vaerwen	non-fiction	Verse	secular	 	 	 	 	unknown	 
INT_e9b73aa1-2572-499b-8393-31a7ebc0ecbf	Van seven trappen	van_seven_trappen	non-fiction	Prose	religious	 	Theology / ethics	 	 	Jan van Ruusbroec	 
INT_755cb201-9520-4ac2-8099-222bea6408a0	Van smeinscen lede	van_smeinscen_lede	non-fiction	Verse	secular	artes	medicine	biology	 	unknown	 
INT_9668280d-21bd-4259-82cb-c746f0164c1d	Vanden blinckenden steen	vanden_blinckenden_steen	non-fiction	Prose	religious	 	Theology / ethics	 	 	Jan van Ruusbroec	 
INT_5afcf861-d9ba-4fd8-8e34-c8675232fd37	Vanden kerstenen ghelove	vanden_kerstenen_ghelove	non-fiction	prose	religious	 	Theology / ethics	 	 	Jan van Ruusbroec	 
INT_aefb3a26-5702-499c-a0a5-2b785819fc2b	Vanden levene ons heren	vanden_levene_ons_heren	non-fiction	Verse	religious	epic	 	 	 	unknown	 
INT_20fddc93-1a95-46dd-a422-12a5b30b71a0	Van den proprieteyten der dingen	vanden_proprieteyten_der_dinghen	non-fiction	prose	secular	artes	 	 	 	Bartholomeus Anglicus	 
INT_c41b9df3-e660-4481-9097-b5e0809931f7	Vanden seven sloten	vanden_seven_sloten	non-fiction	Prose	religious	 	Theology / ethics	 	 	Jan van Ruusbroec	 
INT_a1e168b8-fda3-42b1-97ce-d70ca9cb5e9b	Vanden twaelf beghinen	vanden_twaelf_beghinen	non-fiction	Prose	religious	 	Theology / ethics	 	 	Jan van Ruusbroec	 
INT_71783d3c-c7af-4e43-8287-1eeb43f31d87	Vanden vier becoringhen	vanden_vier_becoringhen	non-fiction	Prose	religious	 	Theology / ethics	 	 	Jan van Ruusbroec	 
INT_f2b84bb9-9d41-484f-885e-933cb955e9bc	Expositie vanden viere vingheren ende vanden dume	vanden_vier_vingheren_ende_vanden_dume	non-fiction	Verse	religious	 	Theology / ethics	 	 	unknown	 
INT_882d62a8-4854-4491-aa38-d17ac1ad0a36	Vanden winter ende vanden somer	vanden_winter_ende_vanden_somer	fiction	Verse	secular	drama	 	 	 	unknown	 
INT_fd62b98a-64b1-4f84-9a95-e5d03e00377d	Vander rijcheit ende vander doot	vander_rijcheit_ende_vander_doot	non-fiction	Verse	secular	 	Philosophy / ethics	 	 	Augustijnken	 
INT_6fc353a6-e969-4110-9b2a-f83358fb32ae	Vierde Martijn	vierde_martijn	non-fiction	Verse	secular	stanzaic	 	 	 	unknown	 
INT_89851405-338f-48b4-8254-61b853dabaa8	Visioenen	visioenen	non-fiction	prose	religious	 	Theology / ethics	 	 	Hadewijch	 
INT_8f1bdfb9-0bf9-45c9-ba96-764e0fd321af	Vlaamse Rose	vlaamse_rose_fragm_beu	fiction	Verse	secular	 	 	 	 	unknown	 
INT_f7eb888b-ef43-4139-a9f6-9213f6db6f2c	Walewein ende Keye	walewein_ende_keye	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_95ee6b55-8063-43cb-91c3-1636c3db9212	Willem van Oringen	willem_van_oringen	fiction	Verse	secular	epic	Chivalric romance	 	 	Claes van Haerlem	 
INT_e038f847-231c-481f-a188-cef475c0b54a	Wrake van Ragisel (verkorte versie)	wrake_van_ragisel	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
INT_1fd90949-ddb5-44e5-99e2-059018fc06ea	Wrake van Ragisel	wrake_van_ragisel_fragm_d1	fiction	Verse	secular	epic	Chivalric romance	 	 	unknown	 
