859	CON(type=rel,inflection=other)	pos=VG	relatief voegwoord, uitgang latijn, onduidelijk of evident fout geschreven
860	CON(type=quality,inflection=0)	pos=VG	voegwoord van hoedanigheid, geen uitgang
861	CON(type=quality,inflection=e)	pos=VG,feat.form=-e	voegwoord van hoedanigheid, uitgang -e
862	CON(type=quality,inflection=s/th)	pos=VG,feat.form=-s/-th	voegwoord van hoedanigheid, uitgang -s/-th
863	CON(type=quality,inflection=t)	pos=VG,feat.form=-t	voegwoord van hoedanigheid, uitgang -t
864	CON(type=quality,inflection=n)	pos=VG,feat.form=-n	voegwoord van hoedanigheid, uitgang -n
865	CON(type=quality,inflection=r/re)	pos=VG,feat.form=-r/-re	voegwoord van hoedanigheid, uitgang -r/-re
866	CON(type=quality,inflection=a)	pos=VG,feat.form=-a	voegwoord van hoedanigheid, uitgang -a
869	CON(type=quality,inflection=other)	pos=VG	voegwoord van hoedanigheid, uitgang latijn, onduidelijk of evident fout geschreven
870	CON(type=subordinating,inflection=0)	pos=VG	alse + te + infinitief, geen uitgang
871	CON(type=subordinating,inflection=e)	pos=VG,feat.form=-e	alse + te + infinitief, uitgang -e
872	CON(type=subordinating,inflection=s/th)	pos=VG,feat.form=-s/-th	alse + te + infinitief, uitgang -s/-th
873	CON(type=subordinating,inflection=t)	pos=VG,feat.form=-t	alse + te + infinitief, uitgang -t
874	CON(type=subordinating,inflection=n)	pos=VG,feat.form=-n	alse + te + infinitief, uitgang -n
875	CON(type=subordinating,inflection=r/re)	pos=VG,feat.form=-r/-re	alse + te + infinitief, uitgang -r/-re
876	CON(type=subordinating,inflection=a)	pos=VG,feat.form=-a	alse + te + infinitief, uitgang -a
879	CON(type=subordinating,inflection=other)	pos=VG	alse + te + infinitief, uitgang latijn, onduidelijk of evident fout geschreven
880	CON(type=,inflection=0)	pos=VG	_
881	CON(type=,inflection=e)	pos=VG,feat.form=-e	_
882	CON(type=,inflection=s/th)	pos=VG,feat.form=-s/-th	_
883	CON(type=,inflection=t)	pos=VG,feat.form=-t	_
884	CON(type=,inflection=n)	pos=VG,feat.form=-n	_
885	CON(type=,inflection=r/re)	pos=VG,feat.form=-r/-re	_
886	CON(type=,inflection=a)	pos=VG,feat.form=-a	_
889	CON(type=,inflection=other)	pos=VG	_
890	CON(type=other,inflection=0)	pos=VG,feat.probleemgeval=true	voegwoord probleemgeval, geen uitgang
891	CON(type=other,inflection=e)	pos=VG,feat.probleemgeval=true,feat.form=-e	voegwoord probleemgeval, uitgang -e
892	CON(type=other,inflection=s/th)	pos=VG,feat.probleemgeval=true,feat.form=-s/-th	voegwoord probleemgeval, uitgang -s/-th
893	CON(type=other,inflection=t)	pos=VG,feat.probleemgeval=true,feat.form=-t	voegwoord probleemgeval, uitgang -t
894	CON(type=other,inflection=n)	pos=VG,feat.probleemgeval=true,feat.form=-n	voegwoord probleemgeval, uitgang -n
895	CON(type=other,inflection=r/re)	pos=VG,feat.probleemgeval=true,feat.form=-r/-re	voegwoord probleemgeval, uitgang -r/-re
896	CON(type=other,inflection=a)	pos=VG,feat.probleemgeval=true,feat.form=-a	voegwoord probleemgeval, uitgang -a
899	CON(type=other,inflection=other)	pos=VG,feat.probleemgeval=true	voegwoord probleemgeval, uitgang latijn, onduidelijk of evident fout geschreven
900	RES(type=other,inflection=0)	feat.probleemgeval=true	woordsoort probleemgeval, geen uitgang
901	RES(type=other,inflection=e)	feat.probleemgeval=true,feat.form=-e	woordsoort probleemgeval, uitgang -e
902	RES(type=other,inflection=s/th)	feat.probleemgeval=true,feat.form=-s/-th	woordsoort probleemgeval, uitgang -s/-th
903	RES(type=other,inflection=t)	feat.probleemgeval=true,feat.form=-t	woordsoort probleemgeval, uitgang -t
904	RES(type=other,inflection=n)	feat.probleemgeval=true,feat.form=-n	woordsoort probleemgeval, uitgang -n
905	RES(type=other,inflection=r/re)	feat.probleemgeval=true,feat.form=-r/-re	woordsoort probleemgeval, uitgang -r/-re
906	RES(type=other,inflection=a)	feat.probleemgeval=true,feat.form=-a	woordsoort probleemgeval, uitgang -a
909	RES(type=other,inflection=other)	feat.probleemgeval=true	woordsoort probleemgeval, uitgang latijn, onduidelijk of evident fout geschreven
910	INT(type=interjection,inflection=0)	_	tussenwerpsel, geen uitgang
911	INT(type=interjection,inflection=e)	feat.form=-e	tussenwerpsel, uitgang -e
912	INT(type=interjection,inflection=s/th)	feat.form=-s/-th	tussenwerpsel, uitgang -s/-th
913	INT(type=interjection,inflection=t)	feat.form=-t	tussenwerpsel, uitgang -t
914	INT(type=interjection,inflection=n)	feat.form=-n	tussenwerpsel, uitgang -n
915	INT(type=interjection,inflection=r/re)	feat.form=-r/-re	tussenwerpsel, uitgang -r/-re
916	INT(type=interjection,inflection=a)	feat.form=-a	tussenwerpsel, uitgang -a
919	INT(type=interjection,inflection=other)	_	tussenwerpsel, uitgang latijn, onduidelijk of evident fout geschreven
990	RES(type=other,inflection=0)	feat.probleemgeval=true	woordsoort probleemgeval, geen uitgang
991	RES(type=other,inflection=e)	feat.probleemgeval=true,feat.form=-e	woordsoort probleemgeval, uitgang -e
992	RES(type=other,inflection=s/th)	feat.probleemgeval=true,feat.form=-s/-th	woordsoort probleemgeval, uitgang -s/-th
993	RES(type=other,inflection=t)	feat.probleemgeval=true,feat.form=-t	woordsoort probleemgeval, uitgang -t
994	RES(type=other,inflection=n)	feat.probleemgeval=true,feat.form=-n	woordsoort probleemgeval, uitgang -n
995	RES(type=other,inflection=r/re)	feat.probleemgeval=true,feat.form=-r/-re	woordsoort probleemgeval, uitgang -r/-re
996	RES(type=other,inflection=a)	feat.probleemgeval=true,feat.form=-a	woordsoort probleemgeval, uitgang -a
999	RES(type=other,inflection=other)	feat.probleemgeval=true	woordsoort probleemgeval, uitgang latijn, onduidelijk of evident fout geschreven
